City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description,Country,Date
526,Aguimes,27.9054,-15.4461,65.03,73,20,9.22,few clouds,ES,2022-05-16 23:40:50
527,Labrea,-7.2586,-64.7981,73.56,99,100,2.48,moderate rain,BR,2022-05-16 23:40:51
528,Sobolevo,54.4299,31.8996,37.72,89,28,8.03,scattered clouds,RU,2022-05-16 23:40:52
529,Rocha,-34.4833,-54.3333,52.61,86,99,19.15,overcast clouds,UY,2022-05-16 23:40:52
530,Asau,46.4333,26.4,52.72,100,44,3.76,scattered clouds,RO,2022-05-16 23:40:53
531,Wareham,50.6889,-2.1104,56.08,93,98,6.11,overcast clouds,GB,2022-05-16 23:40:54
532,Vanavara,60.34,102.2797,59.13,56,99,8.08,overcast clouds,RU,2022-05-16 23:40:55
533,Andenes,69.3143,16.1194,35.58,69,100,8.05,overcast clouds,NO,2022-05-16 23:40:55
534,Mosetse,-20.75,26.65,56.7,67,0,14.36,clear sky,BW,2022-05-16 23:40:56
535,Gondanglegi,-7.7479,112.0132,77.65,84,88,5.5,overcast clouds,ID,2022-05-16 23:40:57
536,Zaysan,47.4667,84.8667,59.94,54,11,3.94,few clouds,KZ,2022-05-16 23:40:57
537,Walvis Bay,-22.9575,14.5053,70.75,30,18,8.05,few clouds,NA,2022-05-16 23:40:58
538,Felipe Carrillo Puerto,19.5833,-88.05,82.26,60,9,8.25,clear sky,MX,2022-05-16 23:40:59
539,Allapalli,19.4167,80.0667,86.23,62,57,6.29,broken clouds,IN,2022-05-16 23:41:00
540,Mount Holly,35.2982,-81.0159,81.61,53,40,4.61,scattered clouds,US,2022-05-16 23:41:01
541,Erenhot,43.6475,111.9767,60.39,28,69,14.72,broken clouds,CN,2022-05-16 23:41:01
542,Hay River,60.8156,-115.7999,51.76,62,40,13.8,scattered clouds,CA,2022-05-16 23:41:02
543,Veraval,20.9,70.3667,83.08,67,18,14.27,few clouds,IN,2022-05-16 23:41:03
544,Vallenar,-28.5708,-70.7581,58.57,65,75,1.48,broken clouds,CL,2022-05-16 23:41:04
545,Ca Mau,9.1769,105.15,80.31,85,100,1.3,overcast clouds,VN,2022-05-16 23:37:08
546,Sakakah,29.9697,40.2064,76.57,18,50,3.74,scattered clouds,SA,2022-05-16 23:41:05
547,Kamenka,51.3223,42.7678,40.19,93,7,7.7,clear sky,RU,2022-05-16 23:41:06
548,Upington,-28.4478,21.2561,64.78,59,0,12.66,clear sky,ZA,2022-05-16 23:41:08
549,Mombetsu,44.3525,143.3525,58.71,43,0,3.36,clear sky,JP,2022-05-16 23:41:09
550,Tabas,33.5959,56.9244,75.42,15,17,4.61,few clouds,IR,2022-05-16 23:41:19
551,Vestmannaeyjar,63.4427,-20.2734,49.12,77,42,20.62,scattered clouds,IS,2022-05-16 23:41:20
552,Nancha,47.1333,129.2667,61.29,31,89,5.28,overcast clouds,CN,2022-05-16 23:41:21
553,Kyshtovka,56.555,76.6271,58.87,70,90,11.34,overcast clouds,RU,2022-05-16 23:41:22
554,Kasane,-17.8167,25.15,53.62,60,0,5.88,clear sky,BW,2022-05-16 23:41:23
555,Villa Maria,-32.4075,-63.2402,45.82,78,3,8.75,clear sky,AR,2022-05-16 23:41:24
556,Nurota,40.5614,65.6886,69.21,35,1,5.57,clear sky,UZ,2022-05-16 23:41:25
557,Terrace Bay,48.7834,-87.1,40.77,82,96,12.3,overcast clouds,CA,2022-05-16 23:41:26
558,Yerofey Pavlovich,53.9667,121.9667,47.1,37,56,4.76,broken clouds,RU,2022-05-16 23:41:27
559,Novoshcherbinovskaya,46.4767,38.6476,57.0,67,62,6.22,broken clouds,RU,2022-05-16 23:41:27
560,Margate,51.3813,1.3862,58.3,83,99,1.99,overcast clouds,GB,2022-05-16 23:38:27
561,Udala,43.0778,-2.5125,62.47,90,5,4.74,clear sky,ES,2022-05-16 23:41:29
562,Dubbo,-32.25,148.6167,53.73,94,2,2.3,clear sky,AU,2022-05-16 23:41:29
563,Machinga,-15.1685,35.3,58.44,95,13,3.38,few clouds,MW,2022-05-16 23:41:30
564,Mutoko,-17.397,32.2268,57.63,69,100,1.7,overcast clouds,ZW,2022-05-16 23:41:31
565,Necochea,-38.5473,-58.7368,52.41,85,100,25.88,overcast clouds,AR,2022-05-16 23:41:32
566,Arbazh,57.6804,48.3065,41.14,95,40,5.12,scattered clouds,RU,2022-05-16 23:41:32
567,Rio Grande,-32.035,-52.0986,51.94,79,61,24.2,broken clouds,BR,2022-05-16 23:41:33
568,Lake Jackson,29.0339,-95.4344,87.15,68,0,14.97,clear sky,US,2022-05-16 23:39:47
569,Alice Springs,-23.7,133.8833,60.35,41,59,11.5,broken clouds,AU,2022-05-16 23:41:34
570,Takoradi,4.8845,-1.7554,79.61,87,68,5.41,light rain,GH,2022-05-16 23:41:35
571,Qaqortoq,60.7167,-46.0333,39.47,70,99,2.64,overcast clouds,GL,2022-05-16 23:41:36
572,Inuvik,68.3499,-133.7218,39.96,63,40,12.66,scattered clouds,CA,2022-05-16 23:41:36
573,Lixourion,38.2019,20.4314,65.82,77,5,3.83,clear sky,GR,2022-05-16 23:41:37
574,Powell,40.1578,-83.0752,72.81,42,40,12.66,scattered clouds,US,2022-05-16 23:41:38
575,Arvin,35.2091,-118.8284,87.4,14,0,13.49,clear sky,US,2022-05-16 23:41:39
576,Benguela,-12.5763,13.4055,75.58,77,2,1.19,clear sky,AO,2022-05-16 23:41:39
577,Darhan,49.4867,105.9228,60.94,36,54,4.94,broken clouds,MN,2022-05-16 23:41:40
578,Barcelos,41.5388,-8.6151,64.54,92,47,6.89,light rain,PT,2022-05-16 23:41:41
579,Linhares,-19.3911,-40.0722,71.42,88,48,3.49,scattered clouds,BR,2022-05-16 23:41:41
580,Manoel Urbano,-8.8389,-69.2597,69.64,99,100,4.05,overcast clouds,BR,2022-05-16 23:41:43
581,Dorado,18.4588,-66.2677,84.09,72,40,11.5,scattered clouds,PR,2022-05-16 23:41:43
582,Jasper,37.2001,-94.3502,78.85,41,0,4.61,clear sky,US,2022-05-16 23:36:59
583,Voh,-20.9667,164.7,83.55,58,67,4.05,broken clouds,NC,2022-05-16 23:41:45
584,Chinsali,-10.5414,32.0816,55.9,80,20,5.97,few clouds,ZM,2022-05-16 23:41:46
585,Sao Felix Do Xingu,-6.6447,-51.995,74.01,93,92,2.37,light rain,BR,2022-05-16 23:41:47
586,Lazaro Cardenas,17.9583,-102.2,83.98,51,45,11.16,scattered clouds,MX,2022-05-16 23:41:48
587,Pringsewu,-5.3582,104.9744,76.44,92,100,3.53,overcast clouds,ID,2022-05-16 23:41:48
588,Tabora,-5.0167,32.8,64.98,71,19,5.39,few clouds,TZ,2022-05-16 23:41:49
589,Solwezi,-12.1688,26.3894,57.94,75,88,4.85,overcast clouds,ZM,2022-05-16 23:41:50
590,Ambulu,-8.345,113.6058,78.37,82,69,2.42,broken clouds,ID,2022-05-16 23:41:50
591,Urumqi,43.801,87.6005,59.95,51,0,2.24,clear sky,CN,2022-05-16 23:41:51
592,Lasko,46.1546,15.2356,65.23,81,95,3.36,overcast clouds,SI,2022-05-16 23:41:52
593,Caucaia,-3.7361,-38.6531,82.04,78,0,9.22,clear sky,BR,2022-05-16 23:41:53
594,Doba,8.65,16.85,77.76,78,94,4.29,overcast clouds,TD,2022-05-16 23:41:54
595,Banda Aceh,5.5577,95.3222,80.74,81,99,12.48,overcast clouds,ID,2022-05-16 23:42:05
596,Lanxi,29.2195,119.477,62.92,69,0,2.04,clear sky,CN,2022-05-16 23:42:06
597,Pimentel,-6.8367,-79.9342,66.49,72,0,18.41,clear sky,PE,2022-05-16 23:42:07
598,Tongchuan,35.0806,109.0897,65.43,27,2,1.32,clear sky,CN,2022-05-16 23:42:08
599,Takaungu,-3.6837,39.8566,77.0,83,5,13.98,clear sky,KE,2022-05-16 23:42:09
600,Khonsa,27.0167,95.5667,65.48,95,97,2.53,overcast clouds,IN,2022-05-16 23:42:10
601,Dzhebariki-Khaya,62.2167,135.8,45.79,42,97,6.51,overcast clouds,RU,2022-05-16 23:42:11
602,Pochutla,15.7432,-96.4661,86.83,51,55,8.03,broken clouds,MX,2022-05-16 23:42:11
603,Morales,2.757,-76.6172,59.94,97,100,1.45,overcast clouds,CO,2022-05-16 23:42:12
604,Makueni,-1.8041,37.6203,58.96,94,40,1.21,scattered clouds,KE,2022-05-16 23:42:13
605,Tabou,4.423,-7.3528,79.57,84,86,7.0,overcast clouds,CI,2022-05-16 23:42:14
606,Kavaratti,10.5669,72.642,80.22,87,100,17.34,moderate rain,IN,2022-05-16 23:42:15
607,Visby,57.6409,18.296,35.82,93,2,1.14,clear sky,SE,2022-05-16 23:42:16
608,Paracuru,-3.41,-39.0306,82.11,88,55,9.62,broken clouds,BR,2022-05-16 23:39:38
609,Lulea,65.5842,22.1547,39.27,70,100,14.97,overcast clouds,SE,2022-05-16 23:42:17
610,Iskateley,67.6803,53.1512,34.03,84,100,12.5,overcast clouds,RU,2022-05-16 23:42:18
611,Kadaya,50.9327,119.2911,50.83,47,18,7.0,few clouds,RU,2022-05-16 23:42:19
612,Saint Anthony,45.0205,-93.218,68.95,34,0,16.11,clear sky,US,2022-05-16 23:42:19
613,Okhotsk,59.3833,143.3,32.5,99,100,13.8,light snow,RU,2022-05-16 23:42:20
614,Port Moresby,-9.4431,147.1797,85.42,70,40,11.5,haze,PG,2022-05-16 23:42:08
615,Mehamn,71.0357,27.8492,35.51,72,99,22.82,overcast clouds,NO,2022-05-16 23:42:21
616,Kailua,21.4022,-157.7394,82.38,68,40,11.5,scattered clouds,US,2022-05-16 23:42:22
617,Ha Tinh,18.3333,105.9,70.9,78,100,3.62,overcast clouds,VN,2022-05-16 23:42:23
618,Bara,10.3744,10.7288,92.1,25,79,2.95,broken clouds,NG,2022-05-16 23:42:24
619,Ingham,42.6,-84.3833,69.98,30,40,11.5,scattered clouds,US,2022-05-16 23:42:25
620,Fuente De Oro,3.4594,-73.6128,72.68,97,99,2.46,light rain,CO,2022-05-16 23:42:26
621,San Cristobal,7.7669,-72.225,77.18,78,84,2.93,broken clouds,VE,2022-05-16 23:40:20
622,Strezhevoy,60.7333,77.5889,52.95,90,97,7.18,overcast clouds,RU,2022-05-16 23:42:27
623,Ust-Ordynskiy,52.805,104.7508,57.76,79,99,10.8,light rain,RU,2022-05-16 23:42:28
624,Dauphin,51.1494,-100.0502,50.14,62,0,6.91,clear sky,CA,2022-05-16 23:42:29
625,Pansoy,13.1825,122.5989,81.25,74,100,9.89,overcast clouds,PH,2022-05-16 23:42:29
626,Torrington,41.8007,-73.1212,65.17,95,100,1.01,light rain,US,2022-05-16 23:39:47
627,Maarianhamina,60.0973,19.9348,42.66,65,0,6.91,clear sky,AX,2022-05-16 23:42:30
628,Neiafu,-18.65,-173.9833,81.28,57,20,9.22,few clouds,TO,2022-05-16 23:42:31
629,Mogadishu,2.0371,45.3438,79.5,83,8,17.69,clear sky,SO,2022-05-16 23:39:39
630,Baloda Bazar,21.6667,82.1667,88.99,42,87,7.47,overcast clouds,IN,2022-05-16 23:42:32
631,La Rioja,42.25,-2.5,55.18,66,16,6.38,few clouds,ES,2022-05-16 23:42:33
632,Kieta,-6.2167,155.6333,84.97,67,78,2.59,broken clouds,PG,2022-05-16 23:42:34
633,Snasa,64.2457,12.3778,32.67,86,27,2.91,scattered clouds,NO,2022-05-16 23:42:35
634,Port Macquarie,-31.4333,152.9167,68.9,65,26,9.78,scattered clouds,AU,2022-05-16 23:42:21
635,Belaya Gora,68.5333,146.4167,29.79,93,100,2.17,overcast clouds,RU,2022-05-16 23:42:36
636,Tecoanapa,16.5167,-98.75,85.19,60,11,11.56,few clouds,MX,2022-05-16 23:42:37
637,Gobabis,-22.45,18.9667,56.84,48,61,11.3,broken clouds,NA,2022-05-16 23:42:38
638,Muroto,33.2833,134.15,63.46,77,100,3.62,heavy intensity rain,JP,2022-05-16 23:42:38
639,Mufulira,-12.5498,28.2407,61.43,66,100,5.46,overcast clouds,ZM,2022-05-16 23:42:39
640,Mana,5.6592,-53.7767,78.49,90,100,10.63,moderate rain,GF,2022-05-16 23:42:40
641,Turka,49.1541,23.0297,48.07,92,94,2.01,overcast clouds,UA,2022-05-16 23:42:40
642,Trincomalee,8.5711,81.2335,82.18,77,88,19.13,overcast clouds,LK,2022-05-16 23:42:51
643,Olinda,-8.0089,-34.8553,82.13,78,40,6.91,scattered clouds,BR,2022-05-16 23:42:52
644,Mancio Lima,-7.6142,-72.8958,75.27,100,100,3.44,thunderstorm with light rain,BR,2022-05-16 23:42:53
645,Kirakira,-10.4544,161.9205,85.66,66,83,3.18,broken clouds,SB,2022-05-16 23:42:54
646,Harnosand,62.6323,17.9379,39.22,60,28,11.63,scattered clouds,SE,2022-05-16 23:42:54
647,Adrar,20.5022,-10.0711,87.8,12,98,13.71,overcast clouds,MR,2022-05-16 23:42:56
648,Verkhnevilyuysk,63.4453,120.3167,40.84,82,100,2.66,overcast clouds,RU,2022-05-16 23:42:56
649,Aljezur,37.3191,-8.8033,61.54,91,0,2.53,clear sky,PT,2022-05-16 23:42:57
650,Khani,41.9563,42.9566,42.37,86,26,5.7,scattered clouds,GE,2022-05-16 23:42:58
651,Touros,-5.1989,-35.4608,79.38,86,71,10.04,broken clouds,BR,2022-05-16 23:42:59
652,Alenquer,-1.9417,-54.7383,75.85,96,100,3.11,overcast clouds,BR,2022-05-16 23:42:59
653,Metro,-5.1131,105.3067,76.46,89,98,3.69,overcast clouds,ID,2022-05-16 23:43:00
654,Camocim,-2.9022,-40.8411,77.72,87,94,10.07,overcast clouds,BR,2022-05-16 23:43:01
655,Lokosovo,61.1333,74.8167,52.99,94,100,4.32,overcast clouds,RU,2022-05-16 23:41:18
656,Antsohihy,-14.8796,47.9875,69.69,76,4,6.08,clear sky,MG,2022-05-16 23:43:02
657,Wageningen,51.9667,5.6667,59.92,92,100,2.3,overcast clouds,NL,2022-05-16 23:43:03
658,Buala,-8.145,159.5921,84.88,68,13,1.07,few clouds,SB,2022-05-16 23:43:04
659,Manokwari,-0.8667,134.0833,83.34,65,43,5.48,scattered clouds,ID,2022-05-16 23:43:05
660,Tommot,58.9564,126.2925,36.14,96,100,4.36,light rain,RU,2022-05-16 23:43:06
661,Shelui,-4.3667,34.2,65.44,73,30,6.85,scattered clouds,TZ,2022-05-16 23:43:07
662,Yulara,-25.2406,130.9889,64.38,26,93,15.46,overcast clouds,AU,2022-05-16 23:43:08
663,Skjervoy,70.0311,20.9714,35.6,66,100,23.4,light rain,NO,2022-05-16 23:43:09
664,Barquisimeto,10.0739,-69.3228,73.24,89,100,8.61,overcast clouds,VE,2022-05-16 23:43:10
665,Mincivan,39.0294,46.7185,58.55,92,98,0.47,overcast clouds,AZ,2022-05-16 23:43:10
666,Conde,-7.2597,-34.9075,76.46,100,0,6.91,clear sky,BR,2022-05-16 23:43:11
667,Guanica,17.9716,-66.908,83.1,79,57,10.4,broken clouds,PR,2022-05-16 23:43:12
668,Kargasok,59.0556,80.8572,55.53,86,69,11.32,light rain,RU,2022-05-16 23:43:13
669,La Libertad,-2.2333,-80.9,74.86,83,75,8.05,broken clouds,EC,2022-05-16 23:43:13
670,Timberlake,37.3207,-79.2575,78.76,29,0,11.5,clear sky,US,2022-05-16 23:43:14
671,Kourou,5.1552,-52.6478,76.1,92,95,9.33,heavy intensity rain,GF,2022-05-16 23:43:15
672,Biharamulo,-2.6319,31.3089,61.79,94,94,3.94,light rain,TZ,2022-05-16 23:43:16
673,Moindou,-21.6924,165.677,79.48,64,58,2.59,broken clouds,NC,2022-05-16 23:43:17
674,Sirnak,37.5228,42.4594,50.07,69,88,4.38,overcast clouds,TR,2022-05-16 23:43:18
675,Hanmer Springs,-42.5167,172.8167,58.8,73,100,5.32,light rain,NZ,2022-05-16 23:43:19
676,Ayolas,-27.4,-56.9,50.27,75,14,5.86,few clouds,PY,2022-05-16 23:43:19
677,Villa Carlos Paz,-31.4241,-64.4978,47.82,34,0,1.99,clear sky,AR,2022-05-16 23:43:20
678,Anacortes,48.5126,-122.6127,56.17,75,100,4.61,overcast clouds,US,2022-05-16 23:42:30
679,Tucurui,-3.7661,-49.6725,75.65,94,98,1.97,overcast clouds,BR,2022-05-16 23:43:21
680,Safford,32.834,-109.7076,99.52,4,0,10.36,clear sky,US,2022-05-16 23:43:22
